"User Story Number","User Story Description","Feature Number","Feature Description","Source File","Source Text"
"US-162","As a SMART user, I want to choose call or text to receive my MFA code, so that I can verify phone ownership.","F-2","F-2","part_005.txt","“To get a text verification, select [TEXT ME].”"
"US-162","As a SMART user, I want to choose call or text to receive my MFA code, so that I can verify phone ownership.","F-3","F-3","part_005.txt","“Both options will provide you with a 6-digit code.”"
"US-163","As a SMART user, I want to enter my MFA code and verify it, so that my device is confirmed.","F-1","F-1","part_005.txt","“Enter in the code”"
"US-163","As a SMART user, I want to enter my MFA code and verify it, so that my device is confirmed.","F-2","F-2","part_005.txt","“and click [VERIFY].”"
"US-163","As a SMART user, I want to enter my MFA code and verify it, so that my device is confirmed.","F-3","F-3","part_005.txt","“When verified, click [CONTINUE].”"
"US-164","As a SMART user, I want to remember my device for 60 days, so that I can bypass MFA during that period.","F-1","F-1","part_005.txt","“Remember me for 60 days”"
"US-164","As a SMART user, I want to remember my device for 60 days, so that I can bypass MFA during that period.","F-2","F-2","part_005.txt","“this bypasses the 2 factor log in for 60 days.”"
"US-165","As a SMART user, I want to authenticate by selecting “CALL ME,” so that I can approve login via phone call.","F-1","F-1","part_005.txt","“Step 8: Select either [CALL ME] or [ENTER A PASSCODE].”"
"US-165","As a SMART user, I want to authenticate by selecting “CALL ME,” so that I can approve login via phone call.","F-2","F-2","part_005.txt","“Selecting [CALL ME] will prompt the system to call your phone.”"
"US-165","As a SMART user, I want to authenticate by selecting “CALL ME,” so that I can approve login via phone call.","F-3","F-3","part_005.txt","“you will be redirected to your default page.”"
"US-166","As a SMART user, I want to request and enter a text passcode, so that I can log in without a phone call.","F-1","F-1","part_005.txt","“Select either [CALL ME] or [ENTER A PASSCODE].”"
"US-166","As a SMART user, I want to request and enter a text passcode, so that I can log in without a phone call.","F-2","F-2","part_005.txt","“click on [TEXT ME NEw CobEs]… send a text message… containing a 6-digit code.”"
"US-166","As a SMART user, I want to request and enter a text passcode, so that I can log in without a phone call.","F-3","F-3","part_005.txt","“Enter in the code and click login. You will be redirected to your default page.”"
"US-167","As a first-time SMART user, I want to be forced to reset my password, so that my credentials become unique and secure.","F-1","F-1","part_005.txt","“The first time you log in you will be asked to reset your password”"
"US-167","As a first-time SMART user, I want to be forced to reset my password, so that my credentials become unique and secure.","F-2","F-2","part_005.txt","“Enter in a new password … and click [UPDATE].”"
"US-167","As a first-time SMART user, I want to be forced to reset my password, so that my credentials become unique and secure.","F-3","F-3","part_005.txt","“After clicking update, you will be taken to your default page.”"
"US-168","As a first-time SMART user, I want to set three security questions and answers, so that support can verify my identity later.","F-1","F-1","part_005.txt","“input three Security Questions.”"
"US-168","As a first-time SMART user, I want to set three security questions and answers, so that support can verify my identity later.","F-2","F-2","part_005.txt","“Enter in a new password and all three questions and answers”"
"US-168","As a first-time SMART user, I want to set three security questions and answers, so that support can verify my identity later.","F-3","F-3","part_005.txt","“and click [UPDATE].”"
"US-169","As a SMART user, I want to open the Loan module from the top menu, so that I can work with loans.","F-1","F-1","part_005.txt","“The [LOAN] tab directs the user to the Loan Module in SMART.”"
"US-169","As a SMART user, I want to open the Loan module from the top menu, so that I can work with loans.","F-2","F-2","part_005.txt","“Here you have three options: Search, Loan Wizard, and PMC Queue.”"
"US-170","As a SMART user, I want to open the Mail module, so that I can process incoming documents.","F-1","F-1","part_005.txt","“Under [MAIL] you have two options”"
"US-170","As a SMART user, I want to open the Mail module, so that I can process incoming documents.","F-2","F-2","part_005.txt","“NCF Queue and Document Wizard.”"
"US-171","As a SMART user, I want to access the Servicing module, so that I can search servicing records.","F-1","F-1","part_005.txt","“The [SERVICING] tab directs the user to the Servicing Module.”"
"US-171","As a SMART user, I want to access the Servicing module, so that I can search servicing records.","F-2","F-2","part_005.txt","“Here you have one option: Search.”"
"US-172","As a SMART user, I want to open the Bankruptcy module to locate bankruptcy information.","F-1","F-1","part_005.txt","“The [BANKRUPTCY] tab directs the user to the Bankruptcy Module.”"
"US-172","As a SMART user, I want to open the Bankruptcy module to locate bankruptcy information.","F-2","F-2","part_005.txt","“Here you have one option: Search.”"
"US-173","As a SMART user, I want to open the Foreclosure module, so that I can search foreclosure cases.","F-1","F-1","part_005.txt","“The [FORECLOSURE] tab directs the user to the Foreclosure Module.”"
"US-173","As a SMART user, I want to open the Foreclosure module, so that I can search foreclosure cases.","F-2","F-2","part_005.txt","“Here you have one option: Search.”"
"US-174","As a SMART user, I want to open the Mortgage Release module, so that I can handle release tasks.","F-1","F-1","part_005.txt","“The [MORTGAGE RELEASE] tab directs the user to the Mortgage Release Module.”"
"US-174","As a SMART user, I want to open the Mortgage Release module, so that I can handle release tasks.","F-2","F-2","part_005.txt","“Here you have four options: Mortgage Search, Check Search, Print Batch Checks, and Print Rejects Checks.”"
"US-175","As a SMART user, I want to open Cash Management, so that I can run financial reports and searches.","F-1","F-1","part_005.txt","“Under [CASH MANAGEMENT] you have seven options”"
"US-175","As a SMART user, I want to open Cash Management, so that I can run financial reports and searches.","F-2","F-2","part_005.txt","same line."
"US-176","As a SMART user, I want to open Customer Service module, so that I can manage tickets.","F-1","F-1","part_005.txt","“The [CUSTOMER SERVICE] tab directs the user to the Customer Service Module.”"
"US-176","As a SMART user, I want to open Customer Service module, so that I can manage tickets.","F-2","F-2","part_005.txt","“Here you have three options: Ticket Search, Create New Ticket, and CRM Review Queue.”"
"US-177","As a SMART user, I want to open the Reports module, so that I can view system reports.","F-1","F-1","part_005.txt","“Under [REPORTS] you have four options”"
"US-177","As a SMART user, I want to open the Reports module, so that I can view system reports.","F-2","F-2","part_005.txt","same line."
"US-178","As a SMART user, I want to view and update my personal information, so that my contact details stay current.","F-1","F-1","part_005.txt","“Select your user name to view and update your personal identification and contact information.”"
"US-178","As a SMART user, I want to view and update my personal information, so that my contact details stay current.","F-2","F-2","part_005.txt","“You may also change your password and security questions.”"
"US-179","As a SMART user, I want to switch my active role, so that I can view SMART from different role perspectives.","F-1","F-1","part_005.txt","“From the [ROLE] drop-down menu, select the role in which to view the SMART System.”"
"US-180","As a SMART user, I want to open the Maintenance module, so that I can manage system configuration items.","F-1","F-1","part_005.txt","“The [MAINTENANCE] tab directs the user to the Maintenance Module.”"
"US-180","As a SMART user, I want to open the Maintenance module, so that I can manage system configuration items.","F-2","F-2","part_005.txt","“Here you have four options: Ticket Round Robin, Vendor Management, Account Management, and Create Account.”"
"US-181","As a SMART user, I want to change my password in My Account, so that I comply with security policies.","F-1","F-1","part_005.txt","“Step1: From the top Navigation Menu, click your User Name.”"
"US-181","As a SMART user, I want to change my password in My Account, so that I comply with security policies.","F-2","F-2","part_005.txt","“Step 2: Scroll down … to the Manage Password header.”"
"US-181","As a SMART user, I want to change my password in My Account, so that I comply with security policies.","F-3","F-3","part_005.txt","“Password must contain at least: Twelve alphanumeric characters … One number”"
"US-181","As a SMART user, I want to change my password in My Account, so that I comply with security policies.","F-4","F-4","part_005.txt","“Step5: Re-enter your new password … Step6: Click [SAVE].”"
"US-182","As a SMART user, I want the system to enforce password expiration and history rules, so that reused or stale passwords are blocked.","F-1","F-1","part_005.txt","“The user is required to change their password every 30 days.”"
"US-182","As a SMART user, I want the system to enforce password expiration and history rules, so that reused or stale passwords are blocked.","F-2","F-2","part_005.txt","“the system maintains a password history, so that 24 passwords cannot be reused.”"
"US-183","As a SMART user, I want my account disabled after 90 days of inactivity, so that unused accounts remain secure.","F-1","F-1","part_005.txt","“If the user has not logged on for 90 days, their account will be disabled.”"
"US-183","As a SMART user, I want my account disabled after 90 days of inactivity, so that unused accounts remain secure.","F-2","F-2","part_005.txt","“they will need to contact the Help Desk.”"
"US-184","As a SMART user, I want to recover my password via “Forgot Password,” so that I can regain access when I forget credentials.","F-1","F-1","part_005.txt","“go to the SMART Login Page and click [FORGOT PASSWORD].”"
"US-184","As a SMART user, I want to recover my password via “Forgot Password,” so that I can regain access when I forget credentials.","F-2","F-2","part_005.txt","“input a valid email address and select one security challenge question.”"
"US-184","As a SMART user, I want to recover my password via “Forgot Password,” so that I can regain access when I forget credentials.","F-3","F-3","part_005.txt","“an email is sent to their validated email address containing a temporary password.”"
"US-184","As a SMART user, I want to recover my password via “Forgot Password,” so that I can regain access when I forget credentials.","F-4","F-4","part_005.txt","“If the user is not registered, the user is prompted to complete the registration process.”"
